,won,goals,shots,hits,pim,C,D,LW,RW,p_away,p_home
2244,True,5,42,18,8,1.0,2.0,0.0,2.0,1,0
2245,False,2,22,26,8,-2.0,-2.0,-1.0,-1.0,0,1
2246,False,2,40,19,9,-1.0,-1.0,-2.0,-2.0,1,0
2247,True,4,22,21,15,1.0,2.0,1.0,1.0,0,1
2248,False,2,22,20,9,-1.0,-2.0,0.0,-1.0,1,0
2249,True,3,32,27,9,3.0,2.0,0.0,-1.0,0,1
2250,False,2,26,27,7,-9.0,-7.0,0.0,-5.0,1,0
2251,True,5,42,29,11,5.0,8.0,6.0,1.0,0,1
2252,True,5,24,18,9,4.0,4.0,2.0,1.0,1,0
2253,False,2,32,34,13,-5.0,-4.0,-2.0,0.0,0,1
2254,False,1,27,27,16,-3.0,-2.0,0.0,0.0,1,0
2255,True,2,34,29,10,-1.0,2.0,2.0,1.0,0,1
2256,False,2,36,15,8,0.0,0.0,0.0,0.0,1,0
2257,True,2,36,30,10,0.0,0.0,0.0,0.0,0,1
2258,False,2,25,22,47,-2.0,-2.0,0.0,-1.0,1,0
2259,True,4,19,26,21,1.0,2.0,1.0,1.0,0,1
2260,True,2,23,12,10,2.0,4.0,2.0,2.0,1,0
2261,False,1,43,13,6,-3.0,-4.0,-3.0,0.0,0,1
2262,False,1,27,23,28,-2.0,-4.0,-2.0,-1.0,1,0
2263,True,3,44,22,28,2.0,4.0,1.0,2.0,0,1
2264,False,3,26,30,22,-3.0,-3.0,-3.0,-2.0,1,0
2265,True,5,31,25,10,2.0,4.0,1.0,3.0,0,1
2266,True,2,33,44,9,2.0,2.0,0.0,1.0,1,0
2267,False,1,28,33,11,-1.0,-2.0,-2.0,0.0,0,1
2268,False,1,40,33,6,-4.0,-4.0,-2.0,0.0,1,0
2269,True,3,31,49,6,4.0,4.0,4.0,-2.0,0,1
2270,False,2,37,13,2,-3.0,-4.0,-3.0,0.0,1,0
2271,True,3,24,31,12,3.0,4.0,0.0,3.0,0,1
2272,True,3,27,13,10,0.0,-1.0,3.0,-1.0,1,0
2273,False,3,44,9,6,-3.0,0.0,0.0,3.0,0,1
2274,True,3,31,18,6,0.0,2.0,-1.0,4.0,1,0
2275,False,2,22,22,4,-3.0,-2.0,0.0,0.0,0,1
2276,True,4,29,20,12,0.0,0.0,0.0,0.0,1,0
2277,False,3,39,17,6,0.0,0.0,1.0,-1.0,0,1
2278,False,1,34,18,8,-3.0,-6.0,-3.0,-3.0,1,0
2279,True,3,22,27,10,3.0,6.0,3.0,3.0,0,1
2280,True,4,32,26,18,3.0,4.0,1.0,1.0,1,0
2281,False,1,35,22,2,-3.0,-4.0,-3.0,-1.0,0,1
2282,False,1,28,24,19,-4.0,-4.0,-1.0,0.0,1,0
2283,True,4,37,18,17,2.0,4.0,-1.0,4.0,0,1
2284,True,1,23,25,4,-1.0,-2.0,0.0,-2.0,1,0
2285,False,1,31,35,6,1.0,2.0,1.0,0.0,0,1
2286,True,3,24,25,2,1.0,2.0,1.0,1.0,1,0
2287,False,2,36,26,4,-2.0,-3.0,1.0,0.0,0,1
2288,False,1,37,14,8,-2.0,-3.0,1.0,0.0,1,0
2289,True,2,32,17,21,0.0,2.0,2.0,0.0,0,1
2290,True,3,32,17,20,2.0,4.0,0.0,4.0,1,0
2291,False,1,26,42,22,-4.0,-4.0,-2.0,-1.0,0,1
2292,False,2,19,29,10,-2.0,-2.0,0.0,-1.0,1,0
2293,True,3,28,18,6,0.0,2.0,2.0,1.0,0,1
2294,True,3,38,17,6,0.0,2.0,1.0,2.0,1,0
2295,False,1,39,20,6,-2.0,-2.0,-1.0,0.0,0,1
2296,False,1,35,21,11,-2.0,-4.0,-4.0,-1.0,1,0
2297,True,4,39,19,17,3.0,4.0,1.0,2.0,0,1
2298,True,4,17,28,23,-1.0,0.0,0.0,1.0,1,0
2299,False,3,38,25,13,0.0,0.0,-1.0,1.0,0,1
2300,True,2,29,9,17,1.0,4.0,4.0,1.0,1,0
2301,False,0,19,17,17,-5.0,-4.0,0.0,-1.0,0,1
2302,False,1,33,13,13,-3.0,-8.0,-6.0,-3.0,1,0
2303,True,6,34,6,13,5.0,8.0,5.0,2.0,0,1
2304,True,4,31,20,13,4.0,6.0,3.0,1.0,1,0
2305,False,2,24,22,9,-3.0,-6.0,-2.0,-4.0,0,1
2306,False,2,34,27,8,-1.0,-2.0,0.0,-2.0,1,0
2307,True,3,25,24,6,1.0,2.0,0.0,2.0,0,1
2308,True,2,28,23,8,3.0,4.0,1.0,2.0,1,0
2309,False,1,19,19,4,-2.0,-4.0,-3.0,-1.0,0,1
2310,True,2,31,23,13,-2.0,0.0,3.0,-1.0,1,0
2311,False,1,37,18,29,2.0,0.0,-1.0,-1.0,0,1
2312,False,3,21,16,17,-1.0,0.0,0.0,0.0,1,0
2313,True,4,26,23,19,-2.0,0.0,1.0,2.0,0,1
2314,True,2,26,19,21,2.0,5.0,2.0,1.0,1,0
2315,False,1,28,9,13,-2.0,-4.0,0.0,-4.0,0,1
2316,True,5,30,12,2,4.0,10.0,4.0,6.0,1,0
2317,False,0,29,34,4,-8.0,-9.0,-3.0,-5.0,0,1
2318,True,2,22,19,10,3.0,2.0,1.0,-1.0,1,0
2319,False,1,21,20,6,-1.0,-2.0,-1.0,-1.0,0,1
2320,False,2,26,18,6,-2.0,-2.0,0.0,0.0,1,0
2321,True,3,33,21,6,4.0,2.0,-1.0,0.0,0,1
2322,False,0,37,21,9,-1.0,-2.0,-1.0,-1.0,1,0
2323,True,1,25,31,9,1.0,2.0,1.0,1.0,0,1
2324,False,3,28,30,8,-3.0,-6.0,-1.0,-5.0,1,0
2325,True,7,32,45,4,3.0,6.0,4.0,2.0,0,1
2326,True,4,27,13,13,4.0,6.0,4.0,1.0,1,0
2327,False,1,28,29,9,-4.0,-6.0,-3.0,-3.0,0,1
2328,False,2,30,29,12,1.0,0.0,1.0,-2.0,1,0
2329,True,4,20,28,12,1.0,0.0,-2.0,1.0,0,1
2330,False,1,24,25,8,-2.0,-2.0,0.0,-1.0,1,0
2331,True,3,36,22,6,1.0,2.0,2.0,0.0,0,1
2332,False,1,20,28,21,-1.0,-4.0,-3.0,-2.0,1,0
2333,True,2,32,20,19,2.0,4.0,2.0,2.0,0,1
2334,True,4,27,22,9,1.0,2.0,2.0,0.0,1,0
2335,False,2,26,18,9,0.0,-2.0,-1.0,-2.0,0,1
2336,True,3,34,7,6,6.0,6.0,2.0,0.0,1,0
2337,False,0,25,20,6,-7.0,-6.0,-1.0,-1.0,0,1
2338,True,3,25,33,15,1.0,0.0,2.0,-3.0,1,0
2339,False,3,43,27,9,-1.0,0.0,0.0,1.0,0,1
2340,True,2,33,16,10,1.0,0.0,-1.0,0.0,1,0
2341,False,1,30,19,12,2.0,0.0,-1.0,-1.0,0,1
2342,False,2,18,25,16,-3.0,-6.0,-5.0,-1.0,1,0
2343,True,5,37,28,6,3.0,6.0,4.0,2.0,0,1
2344,False,0,23,19,6,-5.0,-6.0,-1.0,-2.0,1,0
2345,True,3,32,24,8,3.0,6.0,3.0,2.0,0,1
2346,False,3,20,26,13,0.0,0.0,0.0,-2.0,1,0
2347,True,6,37,37,13,1.0,0.0,0.0,-2.0,0,1
2348,True,1,30,21,11,0.0,0.0,0.0,0.0,1,0
2349,False,1,30,21,13,0.0,0.0,0.0,0.0,0,1
2350,True,2,21,25,17,2.0,2.0,0.0,1.0,1,0
2351,False,2,23,26,15,1.0,-3.0,-1.0,-2.0,0,1
2352,True,4,20,18,2,-2.0,-2.0,1.0,-2.0,1,0
2353,False,3,36,22,6,0.0,2.0,2.0,1.0,0,1
2354,False,2,30,24,6,-4.0,-6.0,-2.0,-3.0,1,0
2355,True,6,40,15,2,3.0,6.0,-2.0,7.0,0,1
2356,False,2,40,20,8,1.0,0.0,0.0,-1.0,1,0
2357,True,2,40,30,10,0.0,0.0,0.0,0.0,0,1
2358,True,5,39,22,4,3.0,2.0,-2.0,1.0,1,0
2359,False,4,20,22,4,-1.0,-2.0,-1.0,0.0,0,1
2360,False,1,24,14,24,0.0,0.0,0.0,0.0,1,0
2361,True,2,30,24,16,0.0,0.0,0.0,0.0,0,1
2362,True,5,31,30,2,4.0,6.0,1.0,4.0,1,0
2363,False,0,24,40,6,-4.0,-6.0,-3.0,-2.0,0,1
2364,True,3,26,12,10,4.0,6.0,3.0,2.0,1,0
2365,False,0,22,18,12,-4.0,-5.0,-5.0,-3.0,0,1
2366,True,5,24,17,6,3.0,6.0,5.0,1.0,1,0
2367,False,4,25,17,4,-3.0,-6.0,-5.0,-1.0,0,1
2368,False,0,21,24,6,0.0,0.0,0.0,0.0,1,0
2369,True,2,31,15,6,0.0,0.0,0.0,0.0,0,1
2370,True,0,32,9,2,0.0,0.0,0.0,0.0,1,0
2371,False,0,18,21,2,0.0,0.0,0.0,0.0,0,1
2372,False,4,35,24,32,-4.0,-4.0,-2.0,0.0,1,0
2373,True,5,32,20,30,6.0,4.0,0.0,0.0,0,1
2374,False,3,32,37,7,0.0,-2.0,-1.0,0.0,1,0
2375,True,4,30,45,9,3.0,2.0,1.0,-2.0,0,1
2376,False,3,33,27,39,0.0,0.0,0.0,0.0,1,0
2377,True,5,33,26,25,2.0,0.0,-1.0,-1.0,0,1
2378,False,2,24,29,10,0.0,-1.0,1.0,1.0,1,0
2379,True,3,29,17,4,-1.0,0.0,-1.0,1.0,0,1
2380,False,3,44,22,0,-1.0,0.0,-1.0,2.0,1,0
2381,True,3,18,30,0,2.0,0.0,-2.0,0.0,0,1
2382,False,2,28,50,8,1.0,2.0,2.0,0.0,1,0
2383,True,2,37,34,4,-2.0,-2.0,-1.0,0.0,0,1
2384,True,5,31,16,11,4.0,8.0,4.0,4.0,1,0
2385,False,0,14,29,15,-4.0,-8.0,-2.0,-6.0,0,1
2386,False,0,33,19,24,-6.0,-8.0,-5.0,-1.0,1,0
2387,True,4,28,18,28,4.0,8.0,2.0,6.0,0,1
2388,False,2,28,28,18,1.0,0.0,-4.0,3.0,1,0
2389,True,3,32,39,22,1.0,0.0,-1.0,0.0,0,1
2390,False,3,39,21,13,0.0,2.0,1.0,2.0,1,0
2391,True,3,28,28,7,-2.0,-3.0,1.0,-1.0,0,1
2392,False,3,37,13,8,-5.0,-8.0,-3.0,-4.0,1,0
2393,True,5,26,19,12,6.0,8.0,1.0,5.0,0,1
2394,True,4,23,13,9,3.0,8.0,5.0,4.0,1,0
2395,False,0,23,16,7,-7.0,-8.0,-2.0,-3.0,0,1
2396,False,1,25,22,15,0.0,0.0,0.0,1.0,1,0
2397,True,2,48,24,13,1.0,-1.0,0.0,-1.0,0,1
2398,False,2,26,17,6,-1.0,-2.0,-1.0,-1.0,1,0
2399,True,2,27,28,8,1.0,2.0,1.0,1.0,0,1
2400,False,2,23,20,4,1.0,2.0,-1.0,3.0,1,0
2401,True,2,23,34,8,-2.0,-2.0,-1.0,0.0,0,1
2402,False,1,30,25,4,-3.0,-6.0,-5.0,-3.0,1,0
2403,True,4,32,30,4,4.0,7.0,4.0,0.0,0,1
2404,True,1,34,22,4,0.0,0.0,0.0,0.0,1,0
2405,False,0,22,24,6,0.0,0.0,0.0,0.0,0,1
2406,True,4,17,45,30,5.0,8.0,3.0,4.0,1,0
2407,False,0,34,31,16,-8.0,-8.0,0.0,-4.0,0,1
2408,False,3,25,24,4,-5.0,-2.0,4.0,-1.0,1,0
2409,True,4,45,23,2,3.0,2.0,0.0,0.0,0,1
2410,False,1,19,25,28,-1.0,-2.0,0.0,-2.0,1,0
2411,True,2,33,21,20,1.0,2.0,0.0,2.0,0,1
2412,True,3,39,13,16,0.0,2.0,2.0,1.0,1,0
2413,False,3,24,19,8,-2.0,-2.0,0.0,-1.0,0,1
2414,True,3,25,19,13,3.0,4.0,2.0,0.0,1,0
2415,False,1,28,26,17,-1.0,-3.0,0.0,-6.0,0,1
2416,True,4,26,18,21,1.0,2.0,2.0,0.0,1,0
2417,False,2,30,29,11,-1.0,-2.0,-2.0,0.0,0,1
2418,False,3,49,22,24,-1.0,-3.0,-5.0,-2.0,1,0
2419,True,5,29,38,19,1.0,4.0,2.0,2.0,0,1
2420,True,2,36,14,2,2.0,4.0,0.0,4.0,1,0
2421,False,1,31,19,2,-3.0,-4.0,-1.0,-2.0,0,1
2422,False,4,29,36,11,-2.0,-4.0,-3.0,-3.0,1,0
2423,True,6,32,34,13,2.0,4.0,2.0,2.0,0,1
2424,True,2,26,39,15,0.0,0.0,0.0,0.0,1,0
2425,False,1,22,24,15,0.0,0.0,0.0,0.0,0,1
2426,True,3,21,18,6,4.0,6.0,2.0,3.0,1,0
2427,False,2,26,21,6,-3.0,-6.0,-5.0,-1.0,0,1
2428,False,1,22,21,2,-2.0,-2.0,-1.0,0.0,1,0
2429,True,2,20,19,10,2.0,2.0,1.0,0.0,0,1
2430,True,3,26,34,12,6.0,4.0,0.0,0.0,1,0
2431,False,3,38,31,4,-3.0,-4.0,0.0,-3.0,0,1
2432,False,1,35,18,6,-2.0,-4.0,-3.0,-1.0,1,0
2433,True,5,27,18,6,2.0,4.0,3.0,1.0,0,1
2434,True,3,30,15,9,3.0,0.0,-2.0,0.0,1,0
2435,False,3,34,17,11,0.0,0.0,0.0,0.0,0,1
2436,True,2,26,13,14,1.0,4.0,2.0,2.0,1,0
2437,False,0,30,22,14,-1.0,-4.0,-3.0,-2.0,0,1
2438,False,1,38,26,12,1.0,2.0,1.0,1.0,1,0
2439,True,4,27,25,6,-2.0,-2.0,0.0,-1.0,0,1
2440,True,3,32,19,19,5.0,6.0,3.0,1.0,1,0
2441,False,0,35,17,4,-5.0,-6.0,-1.0,-3.0,0,1
2442,True,5,34,29,4,0.0,1.0,-2.0,1.0,1,0
2443,False,2,30,21,6,1.0,0.0,-1.0,0.0,0,1
2444,False,3,27,31,11,1.0,2.0,1.0,1.0,1,0
2445,True,3,36,34,7,-4.0,-2.0,0.0,1.0,0,1
2446,True,3,28,20,14,3.0,2.0,0.0,0.0,1,0
2447,False,2,36,35,12,-1.0,-2.0,-1.0,-1.0,0,1
2448,True,1,46,14,8,2.0,2.0,1.0,0.0,1,0
2449,False,0,35,21,6,-1.0,-2.0,-2.0,0.0,0,1
2450,False,2,23,30,13,-1.0,0.0,2.0,0.0,1,0
2451,True,3,31,39,11,1.0,0.0,0.0,-1.0,0,1
2452,False,2,26,32,22,-2.0,-4.0,-1.0,-3.0,1,0
2453,True,5,34,24,20,3.0,5.0,1.0,1.0,0,1
2454,False,2,25,11,10,-1.0,-2.0,-2.0,0.0,1,0
2455,True,5,28,19,6,1.0,2.0,1.0,1.0,0,1
2456,False,2,23,17,9,-5.0,-4.0,-1.0,0.0,1,0
2457,True,5,24,16,24,2.0,4.0,3.0,1.0,0,1
2458,False,0,28,20,4,-4.0,-6.0,-4.0,-2.0,1,0
2459,True,3,39,33,4,5.0,6.0,3.0,1.0,0,1
2460,True,3,25,10,15,4.0,4.0,2.0,0.0,1,0
2461,False,2,28,20,15,-1.0,-5.0,-4.0,1.0,0,1
2462,False,4,28,21,20,1.0,2.0,2.0,0.0,1,0
2463,True,4,33,29,18,2.0,-2.0,-3.0,-1.0,0,1
2464,False,1,45,26,4,-8.0,-6.0,-1.0,0.0,1,0
2465,True,5,30,27,6,4.0,6.0,4.0,1.0,0,1
2466,False,1,29,15,8,-1.0,0.0,-1.0,2.0,1,0
2467,True,1,27,21,8,0.0,0.0,-2.0,2.0,0,1
2468,False,2,34,36,2,-1.0,-2.0,1.0,-2.0,1,0
2469,True,3,31,38,8,0.0,2.0,4.0,-2.0,0,1
2470,True,4,28,17,12,2.0,4.0,2.0,2.0,1,0
2471,False,2,31,25,12,-3.0,-5.0,-3.0,0.0,0,1
2472,False,1,39,17,2,-3.0,-2.0,0.0,0.0,1,0
2473,True,2,17,30,2,1.0,2.0,1.0,1.0,0,1
2474,True,4,45,26,8,4.0,6.0,2.0,3.0,1,0
2475,False,2,32,17,16,-4.0,-6.0,-3.0,-2.0,0,1
2476,False,3,28,22,8,-4.0,-2.0,1.0,-1.0,1,0
2477,True,4,37,33,6,1.0,2.0,3.0,-1.0,0,1
2478,False,4,43,28,12,-1.0,-2.0,-1.0,1.0,1,0
2479,True,5,30,18,25,0.0,2.0,0.0,1.0,0,1
2480,False,2,42,18,10,-7.0,-8.0,1.0,-7.0,1,0
2481,True,5,23,32,14,5.0,8.0,3.0,4.0,0,1
2482,False,2,31,17,4,-1.0,-2.0,-1.0,-1.0,1,0
2483,True,3,24,26,6,1.0,2.0,0.0,2.0,0,1
2484,False,0,24,19,6,-3.0,-6.0,-3.0,-3.0,1,0
2485,True,4,29,34,4,5.0,6.0,3.0,1.0,0,1
2486,True,2,16,29,10,1.0,0.0,-1.0,0.0,1,0
2487,False,2,39,19,2,0.0,0.0,0.0,0.0,0,1
2488,False,4,30,24,9,-5.0,-4.0,-1.0,-1.0,1,0
2489,True,6,25,28,9,3.0,4.0,2.0,1.0,0,1
2490,False,2,31,30,10,-3.0,-4.0,-2.0,0.0,1,0
2491,True,3,29,17,8,1.0,4.0,1.0,3.0,0,1
2492,True,2,11,20,13,3.0,4.0,1.0,2.0,1,0
2493,False,0,33,10,9,-3.0,-4.0,-2.0,-1.0,0,1
2494,False,0,18,27,2,-1.0,-4.0,-4.0,-2.0,1,0
2495,True,2,24,24,6,2.0,4.0,0.0,4.0,0,1
2496,True,4,41,28,6,1.0,4.0,1.0,4.0,1,0
2497,False,4,26,41,8,-4.0,-4.0,-2.0,0.0,0,1
2498,True,3,25,25,6,-2.0,-2.0,0.0,-1.0,1,0
2499,False,2,29,35,12,2.0,2.0,0.0,0.0,0,1
2500,False,4,31,17,8,1.0,0.0,-2.0,0.0,1,0
2501,True,4,40,27,4,1.0,0.0,-2.0,1.0,0,1
2502,False,1,33,20,16,-1.0,-2.0,1.0,-2.0,1,0
2503,True,3,25,14,20,2.0,2.0,-1.0,1.0,0,1
2504,True,3,21,19,19,1.0,4.0,2.0,3.0,1,0
2505,False,1,28,25,6,-3.0,-4.0,-2.0,-2.0,0,1
2506,False,3,22,34,23,-7.0,-4.0,-5.0,-2.0,1,0
2507,True,6,36,38,11,5.0,6.0,2.0,2.0,0,1
2508,False,0,31,20,8,-2.0,-4.0,-5.0,0.0,1,0
2509,True,2,26,21,8,3.0,4.0,2.0,1.0,0,1
2510,True,3,27,5,14,1.0,2.0,1.0,1.0,1,0
2511,False,1,28,19,10,-1.0,-2.0,-2.0,0.0,0,1
2512,True,4,39,17,18,1.0,2.0,2.0,0.0,1,0
2513,False,2,34,26,30,-1.0,-2.0,-1.0,-1.0,0,1
2514,False,2,21,29,8,-4.0,-4.0,0.0,-2.0,1,0
2515,True,5,42,29,0,2.0,4.0,2.0,2.0,0,1
2516,False,1,31,18,25,0.0,0.0,1.0,-1.0,1,0
2517,True,2,39,12,33,1.0,-1.0,0.0,1.0,0,1
2518,True,5,36,22,10,3.0,10.0,7.0,4.0,1,0
2519,False,0,35,24,8,-6.0,-9.0,-4.0,-6.0,0,1
2520,True,3,22,40,8,-1.0,2.0,1.0,3.0,1,0
2521,False,1,26,25,6,-2.0,-2.0,-2.0,1.0,0,1
2522,True,6,26,25,10,7.0,6.0,1.0,1.0,1,0
2523,False,3,31,25,8,-2.0,-7.0,-3.0,-3.0,0,1
2524,True,4,41,31,8,3.0,4.0,1.0,2.0,1,0
2525,False,2,25,42,4,-3.0,-4.0,-2.0,-1.0,0,1
2526,True,5,28,28,18,3.0,4.0,3.0,0.0,1,0
2527,False,2,39,47,18,-4.0,-4.0,-1.0,-1.0,0,1
2528,False,3,27,12,8,-1.0,-2.0,2.0,-4.0,1,0
2529,True,4,29,20,8,0.0,2.0,2.0,1.0,0,1
2530,True,5,32,19,15,6.0,3.0,2.0,0.0,1,0
2531,False,4,29,19,11,-1.0,-4.0,-5.0,0.0,0,1
2532,False,2,23,26,6,-2.0,-2.0,0.0,-1.0,1,0
2533,True,3,31,20,6,2.0,2.0,0.0,1.0,0,1
2534,True,6,33,6,21,4.0,8.0,2.0,6.0,1,0
2535,False,2,33,10,15,-3.0,-8.0,-6.0,-3.0,0,1
2536,True,2,30,17,12,1.0,2.0,4.0,-2.0,1,0
2537,False,2,50,8,8,-3.0,-2.0,1.0,-1.0,0,1
2538,False,2,20,13,10,0.0,-2.0,-4.0,-1.0,1,0
2539,True,4,32,22,8,-1.0,4.0,0.0,2.0,0,1
2540,True,2,19,25,6,2.0,2.0,1.0,0.0,1,0
2541,False,1,29,17,6,-1.0,-2.0,-1.0,-1.0,0,1
2542,True,2,32,19,11,2.0,4.0,2.0,2.0,1,0
2543,False,1,34,50,10,-2.0,-4.0,-4.0,0.0,0,1
2544,False,4,25,36,38,-6.0,-8.0,-5.0,-3.0,1,0
2545,True,6,30,36,32,5.0,8.0,3.0,5.0,0,1
2546,True,2,30,13,6,-2.0,0.0,-1.0,3.0,1,0
2547,False,2,29,24,8,0.0,-1.0,0.0,1.0,0,1
2548,False,1,34,17,8,-1.0,1.0,0.0,0.0,1,0
2549,True,2,32,20,4,0.0,0.0,-2.0,2.0,0,1
2550,False,1,29,20,10,-1.0,-2.0,1.0,-3.0,1,0
2551,True,3,31,26,14,1.0,2.0,1.0,1.0,0,1
2552,True,4,33,14,6,6.0,6.0,3.0,0.0,1,0
2553,False,1,23,15,4,-5.0,-6.0,-4.0,0.0,0,1
2554,False,1,20,18,6,-1.0,-2.0,-3.0,0.0,1,0
2555,True,3,47,28,2,1.0,2.0,1.0,1.0,0,1
2556,True,5,40,12,8,2.0,2.0,2.0,-1.0,1,0
2557,False,2,31,24,18,-1.0,-2.0,-1.0,-1.0,0,1
2558,True,2,36,35,15,4.0,4.0,0.0,1.0,1,0
2559,False,0,22,21,13,-3.0,-4.0,-2.0,0.0,0,1
2560,False,2,19,35,12,-3.0,-2.0,2.0,-3.0,1,0
2561,True,5,35,16,10,2.0,2.0,1.0,-1.0,0,1
2562,True,5,30,20,22,2.0,0.0,-1.0,-1.0,1,0
2563,False,3,39,27,17,0.0,0.0,-1.0,1.0,0,1
2564,False,2,35,24,4,-4.0,-4.0,-1.0,-1.0,1,0
2565,True,3,20,16,8,2.0,4.0,4.0,0.0,0,1
2566,True,3,23,29,4,2.0,4.0,2.0,2.0,1,0
2567,False,1,29,41,4,-2.0,-4.0,-1.0,-3.0,0,1
2568,True,4,27,26,8,1.0,2.0,1.0,1.0,1,0
2569,False,3,39,39,8,-1.0,-2.0,-1.0,-1.0,0,1
2570,True,3,34,12,4,0.0,2.0,1.0,2.0,1,0
2571,False,1,22,16,6,-2.0,-2.0,-3.0,1.0,0,1
2572,True,4,24,23,9,3.0,4.0,1.0,1.0,1,0
2573,False,3,32,23,21,-3.0,-4.0,-1.0,-1.0,0,1
2574,False,3,34,23,21,-1.0,0.0,0.0,1.0,1,0
2575,True,3,24,21,13,2.0,-1.0,-1.0,0.0,0,1
2576,False,2,47,25,8,-1.0,0.0,2.0,0.0,1,0
2577,True,3,31,24,6,-1.0,0.0,-1.0,2.0,0,1
2578,False,3,30,10,17,-1.0,1.0,0.0,0.0,1,0
2579,True,5,11,22,11,0.0,1.0,-1.0,0.0,0,1
2580,False,2,27,31,6,-1.0,-2.0,0.0,-1.0,1,0
2581,True,3,23,52,8,0.0,2.0,1.0,2.0,0,1
2582,False,2,28,26,6,1.0,0.0,0.0,-1.0,1,0
2583,True,3,30,22,8,1.0,0.0,-2.0,1.0,0,1
2584,False,2,21,23,2,-4.0,-4.0,-3.0,0.0,1,0
2585,True,4,28,20,6,2.0,4.0,-2.0,6.0,0,1
2586,False,2,35,25,4,-4.0,-4.0,-2.0,0.0,1,0
2587,True,4,29,33,6,3.0,4.0,1.0,2.0,0,1
2588,True,4,27,14,4,2.0,2.0,-1.0,2.0,1,0
2589,False,3,23,13,4,0.0,-2.0,-1.0,-1.0,0,1
2590,False,1,30,9,8,-1.0,-1.0,-1.0,-2.0,1,0
2591,True,1,39,30,8,2.0,2.0,0.0,0.0,0,1
2592,True,7,50,35,9,7.0,10.0,5.0,3.0,1,0
2593,False,1,26,40,13,-5.0,-10.0,-6.0,-4.0,0,1
2594,False,3,30,17,9,-4.0,-4.0,-1.0,-2.0,1,0
2595,True,5,22,26,9,2.0,4.0,3.0,1.0,0,1
2596,True,6,28,23,18,2.0,6.0,4.0,2.0,1,0
2597,False,4,32,24,20,-4.0,-5.0,-4.0,-1.0,0,1
2598,False,2,25,18,8,0.0,-2.0,-2.0,-1.0,1,0
2599,True,3,24,35,10,1.0,2.0,1.0,1.0,0,1
2600,False,2,38,12,14,3.0,-1.0,0.0,-1.0,1,0
2601,True,3,23,28,14,-2.0,0.0,3.0,-1.0,0,1
2602,False,2,30,25,19,4.0,4.0,0.0,1.0,1,0
2603,True,2,28,23,10,-2.0,-4.0,-2.0,-2.0,0,1
2604,True,2,20,26,38,2.0,4.0,2.0,2.0,1,0
2605,False,1,35,20,30,-2.0,-4.0,-4.0,0.0,0,1
2606,True,3,32,21,16,-1.0,0.0,1.0,0.0,1,0
2607,False,2,24,36,20,1.0,0.0,0.0,-1.0,0,1
2608,False,2,26,21,6,1.0,0.0,1.0,-2.0,1,0
2609,True,3,34,37,4,0.0,0.0,1.0,-1.0,0,1
2610,True,4,33,15,12,1.0,0.0,0.0,-1.0,1,0
2611,False,3,20,22,16,0.0,0.0,-1.0,1.0,0,1
2612,False,1,30,12,6,-4.0,-4.0,0.0,-2.0,1,0
2613,True,4,18,14,10,1.0,4.0,0.0,4.0,0,1
2614,False,2,19,33,13,-1.0,-2.0,-2.0,0.0,1,0
2615,True,3,28,26,19,-1.0,2.0,5.0,-1.0,0,1
2616,True,2,21,13,11,1.0,2.0,1.0,1.0,1,0
2617,False,1,34,24,57,-1.0,-2.0,0.0,-2.0,0,1
2618,True,3,31,33,13,3.0,2.0,1.0,-1.0,1,0
2619,False,3,39,29,7,-2.0,-2.0,0.0,-1.0,0,1
2620,True,3,33,15,12,5.0,4.0,0.0,1.0,1,0
2621,False,1,27,18,6,-1.0,-4.0,-4.0,-1.0,0,1
