,won,goals,shots,hits,pim,C,D,LW,RW,p_away,p_home
8590,False,2,37,23,19,-1.0,-1.0,0.0,-1.0,1,0
8591,True,3,34,30,25,0.0,1.0,1.0,1.0,0,1
8592,False,2,25,28,2,-6.0,-10.0,-5.0,-5.0,1,0
8593,True,5,26,25,8,12.0,10.0,1.0,2.0,0,1
8594,False,1,40,27,12,-1.0,0.0,-1.0,1.0,1,0
8595,True,1,49,29,8,0.0,1.0,0.0,-1.0,0,1
8596,False,2,46,32,4,-4.0,-1.0,1.0,1.0,1,0
8597,True,3,31,34,6,-1.0,1.0,0.0,3.0,0,1
8598,True,3,29,19,6,3.0,4.0,1.0,2.0,1,0
8599,False,0,28,16,13,-5.0,-3.0,-3.0,-1.0,0,1
8600,False,4,28,29,6,-4.0,-3.0,-4.0,1.0,1,0
8601,True,5,35,21,8,1.0,4.0,2.0,2.0,0,1
8602,True,4,24,23,10,2.0,4.0,0.0,2.0,1,0
8603,False,3,30,24,2,-5.0,-2.0,-5.0,2.0,0,1
8604,False,1,28,24,2,-8.0,-5.0,-2.0,-1.0,1,0
8605,True,3,37,30,2,3.0,6.0,3.0,3.0,0,1
8606,True,5,32,19,24,4.0,4.0,-1.0,3.0,1,0
8607,False,1,20,33,36,-2.0,-4.0,-2.0,-2.0,0,1
8608,False,1,30,18,10,-6.0,-7.0,-4.0,-3.0,1,0
8609,True,5,26,21,4,8.0,8.0,0.0,3.0,0,1
8610,True,4,27,15,8,3.0,2.0,4.0,0.0,1,0
8611,False,3,29,22,8,-1.0,-3.0,-1.0,-3.0,0,1
8612,False,3,20,20,11,-1.0,-1.0,0.0,-1.0,1,0
8613,True,4,33,22,9,1.0,1.0,-1.0,2.0,0,1
8614,False,2,29,10,38,-1.0,-2.0,-3.0,1.0,1,0
8615,True,5,21,21,30,4.0,2.0,-3.0,2.0,0,1
8616,False,2,33,22,6,0.0,-2.0,-2.0,-1.0,1,0
8617,True,2,41,20,2,1.0,2.0,1.0,1.0,0,1
8618,False,3,37,22,4,-5.0,-5.0,-1.0,-2.0,1,0
8619,True,4,28,20,4,4.0,5.0,3.0,1.0,0,1
8620,True,4,22,13,4,5.0,6.0,4.0,0.0,1,0
8621,False,1,31,25,6,-3.0,-5.0,-6.0,-2.0,0,1
8622,False,2,37,33,12,0.0,0.0,-1.0,0.0,1,0
8623,True,4,21,24,8,1.0,0.0,-1.0,0.0,0,1
8624,False,4,42,11,6,-2.0,2.0,2.0,3.0,1,0
8625,True,5,35,23,4,-3.0,-2.0,0.0,0.0,0,1
8626,True,5,44,11,4,-1.0,-1.0,1.0,-1.0,1,0
8627,False,4,34,16,6,1.0,2.0,1.0,-1.0,0,1
8628,False,0,24,22,6,-5.0,-4.0,-2.0,0.0,1,0
8629,True,3,26,33,6,4.0,4.0,2.0,0.0,0,1
8630,True,2,25,18,20,2.0,5.0,3.0,0.0,1,0
8631,False,1,21,43,6,-2.0,-4.0,-2.0,-2.0,0,1
8632,False,1,21,27,10,-3.0,-6.0,-3.0,-3.0,1,0
8633,True,4,34,16,2,9.0,6.0,0.0,0.0,0,1
8634,True,2,41,15,2,2.0,2.0,0.0,0.0,1,0
8635,False,1,32,26,6,-1.0,-2.0,0.0,-1.0,0,1
8636,True,1,35,13,8,1.0,0.0,0.0,0.0,1,0
8637,False,1,31,19,4,-1.0,0.0,-1.0,1.0,0,1
8638,False,4,37,46,9,-4.0,-1.0,4.0,0.0,1,0
8639,True,5,28,31,11,2.0,1.0,0.0,0.0,0,1
8640,False,2,31,24,14,-1.0,-2.0,0.0,-2.0,1,0
8641,True,4,29,19,8,1.0,3.0,1.0,0.0,0,1
8642,False,1,25,14,13,-4.0,-6.0,-6.0,0.0,1,0
8643,True,3,31,22,13,3.0,6.0,3.0,3.0,0,1
8644,False,3,33,30,6,-1.0,-3.0,-3.0,-5.0,1,0
8645,True,6,26,21,8,8.0,4.0,-1.0,0.0,0,1
8646,False,1,25,25,4,-2.0,-4.0,-3.0,-1.0,1,0
8647,True,2,24,17,8,3.0,4.0,0.0,3.0,0,1
8648,False,1,29,18,9,-3.0,-5.0,-1.0,-1.0,1,0
8649,True,4,28,11,7,1.0,4.0,5.0,0.0,0,1
8650,True,3,24,35,6,3.0,4.0,1.0,2.0,1,0
8651,False,0,39,35,6,-2.0,-4.0,-2.0,-2.0,0,1
8652,False,2,26,26,4,2.0,1.0,-1.0,0.0,1,0
8653,True,3,19,23,4,-1.0,-1.0,-1.0,1.0,0,1
8654,False,1,34,18,2,-4.0,-4.0,-1.0,-1.0,1,0
8655,True,3,25,14,6,3.0,4.0,-1.0,4.0,0,1
8656,False,1,40,18,6,0.0,0.0,1.0,-1.0,1,0
8657,True,2,24,18,6,0.0,0.0,0.0,0.0,0,1
8658,False,2,23,24,6,-3.0,-4.0,-3.0,-1.0,1,0
8659,True,5,32,21,4,2.0,5.0,3.0,0.0,0,1
8660,False,3,25,21,20,-2.0,-2.0,-1.0,0.0,1,0
8661,True,4,22,22,18,1.0,2.0,0.0,2.0,0,1
8662,True,3,33,27,4,3.0,3.0,2.0,0.0,1,0
8663,False,2,37,15,6,-6.0,-3.0,1.0,0.0,0,1
8664,False,3,32,23,4,-3.0,-2.0,-1.0,1.0,1,0
8665,True,4,30,25,6,2.0,2.0,0.0,1.0,0,1
8666,False,2,31,23,4,-5.0,-3.0,-2.0,-1.0,1,0
8667,True,5,25,20,8,3.0,3.0,2.0,2.0,0,1
8668,False,1,34,13,10,-1.0,1.0,0.0,0.0,1,0
8669,True,2,35,34,6,-2.0,0.0,0.0,1.0,0,1
8670,True,5,30,14,13,2.0,0.0,-1.0,-1.0,1,0
8671,False,3,26,18,13,0.0,1.0,-1.0,-1.0,0,1
8672,False,3,29,9,10,0.0,-2.0,-1.0,-2.0,1,0
8673,True,3,43,14,6,0.0,2.0,2.0,1.0,0,1
8674,True,2,26,9,2,1.0,2.0,1.0,1.0,1,0
8675,False,1,34,27,4,-3.0,-2.0,1.0,-1.0,0,1
8676,False,1,34,14,6,-2.0,-6.0,-5.0,-2.0,1,0
8677,True,4,25,16,14,3.0,6.0,0.0,5.0,0,1
8678,False,0,19,18,6,-4.0,-4.0,-3.0,0.0,1,0
8679,True,3,31,34,0,2.0,4.0,2.0,2.0,0,1
8680,False,1,33,30,14,-5.0,-4.0,-3.0,-3.0,1,0
8681,True,3,45,23,18,2.0,6.0,4.0,1.0,0,1
8682,True,6,27,17,13,1.0,6.0,6.0,2.0,1,0
8683,False,3,27,18,9,-3.0,-5.0,-7.0,0.0,0,1
8684,False,1,22,24,4,-3.0,-6.0,-3.0,-3.0,1,0
8685,True,3,27,19,10,5.0,6.0,3.0,1.0,0,1
8686,False,2,29,14,21,1.0,0.0,-2.0,1.0,1,0
8687,True,3,35,29,9,1.0,0.0,-2.0,1.0,0,1
8688,False,2,27,28,6,-1.0,0.0,-1.0,2.0,1,0
8689,True,3,36,36,4,-4.0,0.0,4.0,0.0,0,1
8690,True,4,19,15,4,3.0,4.0,1.0,2.0,1,0
8691,False,2,37,19,4,-3.0,-4.0,-1.0,-2.0,0,1
8692,False,2,32,24,2,1.0,0.0,0.0,-1.0,1,0
8693,True,2,30,28,8,1.0,0.0,1.0,-2.0,0,1
8694,False,2,28,9,8,-2.0,0.0,2.0,0.0,1,0
8695,True,3,21,19,6,0.0,0.0,2.0,-2.0,0,1
8696,False,4,35,20,8,-4.0,-5.0,-3.0,-4.0,1,0
8697,True,7,32,16,10,3.0,6.0,2.0,2.0,0,1
8698,False,0,32,25,21,-1.0,-2.0,-1.0,-1.0,1,0
8699,True,4,42,20,11,1.0,2.0,1.0,1.0,0,1
8700,True,3,25,13,8,1.0,2.0,0.0,2.0,1,0
8701,False,1,25,16,4,-2.0,-3.0,0.0,0.0,0,1
8702,False,2,33,8,2,-5.0,-8.0,-8.0,0.0,1,0
8703,True,5,21,17,10,5.0,8.0,3.0,4.0,0,1
8704,True,4,36,19,8,3.0,6.0,2.0,3.0,1,0
8705,False,1,35,19,8,-3.0,-4.0,-6.0,-3.0,0,1
8706,False,3,30,12,2,-3.0,-6.0,-5.0,-1.0,1,0
8707,True,5,36,12,8,5.0,6.0,1.0,3.0,0,1
8708,True,2,25,26,11,1.0,2.0,1.0,1.0,1,0
8709,False,1,28,27,13,-2.0,-2.0,0.0,-1.0,0,1
8710,True,5,27,20,8,4.0,4.0,0.0,2.0,1,0
8711,False,4,42,24,6,-5.0,-4.0,0.0,0.0,0,1
8712,True,4,26,9,4,-1.0,-2.0,1.0,-2.0,1,0
8713,False,3,34,18,4,3.0,2.0,-1.0,1.0,0,1
8714,False,2,39,11,8,1.0,1.0,-1.0,1.0,1,0
8715,True,3,31,18,4,-2.0,-1.0,1.0,0.0,0,1
8716,False,3,30,22,6,1.0,0.0,0.0,1.0,1,0
8717,True,4,28,16,4,0.0,-1.0,0.0,-1.0,0,1
8718,True,4,23,14,8,4.0,2.0,-1.0,-1.0,1,0
8719,False,1,42,12,12,-1.0,-1.0,-3.0,-1.0,0,1
8720,True,2,38,18,17,1.0,2.0,1.0,1.0,1,0
8721,False,2,46,12,11,-3.0,-2.0,1.0,-1.0,0,1
8722,False,2,34,33,12,-1.0,-4.0,-4.0,-1.0,1,0
8723,True,5,31,24,6,0.0,4.0,2.0,4.0,0,1
8724,False,3,24,44,2,0.0,0.0,-3.0,0.0,1,0
8725,True,4,26,44,4,4.0,1.0,-4.0,1.0,0,1
8726,False,3,39,21,12,-6.0,-6.0,-4.0,0.0,1,0
8727,True,6,33,20,18,6.0,6.0,1.0,2.0,0,1
8728,True,4,34,15,9,-1.0,1.0,2.0,1.0,1,0
8729,False,3,35,20,17,-2.0,-1.0,0.0,0.0,0,1
8730,True,3,28,19,13,2.0,4.0,1.0,3.0,1,0
8731,False,1,38,20,13,-4.0,-3.0,-1.0,-3.0,0,1
8732,False,1,38,21,6,-8.0,-6.0,-1.0,-1.0,1,0
8733,True,4,21,19,6,5.0,6.0,2.0,2.0,0,1
8734,True,2,25,23,6,2.0,4.0,3.0,1.0,1,0
8735,False,1,35,29,4,-4.0,-4.0,-2.0,0.0,0,1
8736,False,2,38,18,8,0.0,0.0,0.0,0.0,1,0
8737,True,3,29,39,8,0.0,0.0,0.0,0.0,0,1
8738,False,2,30,20,9,-1.0,-4.0,-2.0,-3.0,1,0
8739,True,3,22,20,19,2.0,5.0,1.0,2.0,0,1
8740,True,4,27,6,8,3.0,6.0,3.0,3.0,1,0
8741,False,1,32,18,8,-7.0,-6.0,-4.0,0.0,0,1
8742,False,3,27,20,13,2.0,2.0,2.0,-1.0,1,0
8743,True,3,34,29,9,-1.0,-2.0,-2.0,0.0,0,1
8744,True,3,23,13,6,2.0,4.0,1.0,3.0,1,0
8745,False,2,33,26,4,-3.0,-4.0,-3.0,0.0,0,1
8746,True,4,38,15,4,6.0,7.0,5.0,2.0,1,0
8747,False,0,21,14,8,-4.0,-8.0,-6.0,-2.0,0,1
8748,False,5,33,23,4,-4.0,-4.0,-2.0,0.0,1,0
8749,True,6,30,13,8,-1.0,4.0,7.0,0.0,0,1
8750,True,6,26,10,6,1.0,4.0,1.0,4.0,1,0
8751,False,4,38,29,6,-3.0,-4.0,-2.0,-2.0,0,1
8752,False,2,35,30,13,1.0,2.0,1.0,1.0,1,0
8753,True,2,28,16,17,1.0,-2.0,-2.0,-2.0,0,1
8754,False,1,38,10,8,-5.0,-6.0,-4.0,-1.0,1,0
8755,True,5,29,23,8,2.0,6.0,2.0,5.0,0,1
8756,False,2,25,36,13,-2.0,-1.0,0.0,0.0,1,0
8757,True,3,25,36,7,1.0,1.0,2.0,-1.0,0,1
8758,False,1,34,23,6,-2.0,-2.0,-1.0,0.0,1,0
8759,True,3,23,22,4,-1.0,2.0,1.0,3.0,0,1
8760,False,1,19,16,6,-2.0,-2.0,0.0,-1.0,1,0
8761,True,4,34,19,10,1.0,2.0,1.0,1.0,0,1
8762,True,2,24,25,9,1.0,1.0,2.0,-1.0,1,0
8763,False,1,23,20,9,-1.0,-1.0,-1.0,0.0,0,1
8764,True,5,39,16,2,-1.0,6.0,6.0,4.0,1,0
8765,False,2,26,19,6,-4.0,-6.0,-4.0,-2.0,0,1
8766,False,2,18,26,10,-2.0,-2.0,-2.0,0.0,1,0
8767,True,4,40,36,4,0.0,2.0,1.0,2.0,0,1
8768,True,3,25,17,8,1.0,-1.0,1.0,-1.0,1,0
8769,False,2,28,30,4,3.0,-1.0,0.0,-1.0,0,1
8770,True,4,32,11,12,3.0,4.0,3.0,0.0,1,0
8771,False,2,37,15,6,-4.0,-4.0,-3.0,0.0,0,1
8772,True,5,33,21,10,4.0,6.0,3.0,2.0,1,0
8773,False,1,28,24,10,-3.0,-6.0,-5.0,-1.0,0,1
8774,False,1,44,21,4,-7.0,-6.0,0.0,-2.0,1,0
8775,True,4,20,12,10,4.0,6.0,1.0,3.0,0,1
8776,True,3,23,14,10,0.0,0.0,0.0,0.0,1,0
8777,False,2,38,18,10,0.0,0.0,0.0,0.0,0,1
8778,False,1,32,17,6,-7.0,-7.0,-3.0,-4.0,1,0
8779,True,4,24,14,10,4.0,8.0,6.0,2.0,0,1
8780,False,1,28,37,4,0.0,0.0,1.0,-1.0,1,0
8781,True,1,27,31,8,0.0,-1.0,0.0,1.0,0,1
8782,False,0,22,17,12,-6.0,-6.0,-1.0,-3.0,1,0
8783,True,3,31,17,12,6.0,6.0,2.0,1.0,0,1
8784,True,2,33,15,4,1.0,2.0,1.0,1.0,1,0
8785,False,1,27,16,2,-2.0,-2.0,-1.0,0.0,0,1
8786,False,1,45,23,8,-2.0,-4.0,-2.0,-2.0,1,0
8787,True,3,21,18,14,2.0,4.0,5.0,-1.0,0,1
8788,False,1,29,9,6,-1.0,-2.0,-2.0,0.0,1,0
8789,True,3,35,15,6,2.0,2.0,1.0,0.0,0,1
8790,True,5,34,32,17,5.0,6.0,1.0,2.0,1,0
8791,False,2,38,25,15,-3.0,-5.0,-4.0,-4.0,0,1
8792,True,5,31,31,8,3.0,6.0,3.0,2.0,1,0
8793,False,3,27,26,8,-6.0,-4.0,-5.0,-2.0,0,1
8794,True,2,30,45,6,1.0,2.0,0.0,2.0,1,0
8795,False,2,42,24,4,-2.0,-2.0,0.0,-1.0,0,1
8796,False,1,24,27,8,-3.0,-2.0,0.0,0.0,1,0
8797,True,3,37,31,8,0.0,2.0,1.0,2.0,0,1
8798,True,4,30,32,6,0.0,2.0,2.0,1.0,1,0
8799,False,2,30,29,2,-2.0,-3.0,1.0,-1.0,0,1
8800,True,7,28,20,23,2.0,6.0,6.0,1.0,1,0
8801,False,2,38,34,21,-2.0,-6.0,-4.0,-3.0,0,1
8802,True,3,32,23,4,1.0,1.0,1.0,0.0,1,0
8803,False,2,27,26,4,-1.0,-1.0,0.0,-1.0,0,1
8804,False,3,27,5,8,0.0,-1.0,-5.0,-2.0,1,0
8805,True,4,51,11,6,0.0,3.0,4.0,-1.0,0,1
8806,False,4,34,27,12,-2.0,-2.0,-1.0,0.0,1,0
8807,True,4,35,12,4,1.0,2.0,0.0,4.0,0,1
8808,False,2,25,19,21,-3.0,-4.0,-1.0,-2.0,1,0
8809,True,3,28,24,11,2.0,4.0,1.0,3.0,0,1
8810,True,4,18,11,6,-1.0,4.0,3.0,4.0,1,0
8811,False,2,36,15,2,-4.0,-4.0,-2.0,0.0,0,1
8812,True,3,28,12,8,3.0,6.0,4.0,2.0,1,0
8813,False,1,28,20,0,-6.0,-5.0,-3.0,-2.0,0,1
8814,True,5,30,18,14,6.0,8.0,4.0,2.0,1,0
8815,False,1,28,29,16,-12.0,-8.0,1.0,-1.0,0,1
8816,True,2,46,15,2,0.0,-2.0,-1.0,-2.0,1,0
8817,False,2,31,25,4,2.0,2.0,-2.0,3.0,0,1
8818,True,5,30,17,8,7.0,8.0,1.0,4.0,1,0
8819,False,3,31,40,8,-6.0,-8.0,-3.0,-4.0,0,1
8820,False,1,38,40,20,-7.0,-8.0,-3.0,-2.0,1,0
8821,True,5,33,14,22,6.0,8.0,2.0,3.0,0,1
8822,False,3,24,21,6,-2.0,-1.0,0.0,0.0,1,0
8823,True,4,36,27,6,1.0,1.0,1.0,0.0,0,1
8824,False,1,45,17,5,-9.0,-10.0,-3.0,-3.0,1,0
8825,True,6,24,28,15,5.0,10.0,7.0,2.0,0,1
8826,False,1,23,18,8,-3.0,-6.0,-5.0,-2.0,1,0
8827,True,4,35,25,6,5.0,6.0,1.0,3.0,0,1
8828,False,1,31,18,34,-7.0,-10.0,-6.0,-2.0,1,0
8829,True,8,31,21,18,8.0,10.0,4.0,3.0,0,1
8830,False,1,28,11,4,-6.0,-6.0,-3.0,0.0,1,0
8831,True,4,21,18,6,5.0,7.0,2.0,1.0,0,1
8832,True,4,26,17,6,2.0,8.0,6.0,4.0,1,0
8833,False,0,27,11,8,-4.0,-8.0,-7.0,-1.0,0,1
8834,False,2,26,17,4,3.0,-1.0,-1.0,0.0,1,0
8835,True,3,25,21,6,2.0,0.0,-2.0,0.0,0,1
8836,False,1,28,24,6,-2.0,-4.0,-3.0,-1.0,1,0
8837,True,4,21,28,8,3.0,4.0,3.0,0.0,0,1
8838,True,2,28,26,8,0.0,-2.0,-2.0,-1.0,1,0
8839,False,2,30,23,6,1.0,2.0,0.0,2.0,0,1
8840,False,2,26,31,30,1.0,0.0,1.0,-2.0,1,0
8841,True,4,29,19,18,-2.0,0.0,0.0,2.0,0,1
8842,False,2,27,11,6,-2.0,-2.0,-1.0,0.0,1,0
8843,True,3,22,11,2,-1.0,2.0,3.0,1.0,0,1
8844,False,0,26,37,8,0.0,0.0,0.0,0.0,1,0
8845,True,1,30,28,4,0.0,0.0,0.0,0.0,0,1
8846,False,1,20,34,17,-1.0,-2.0,-2.0,-1.0,1,0
8847,True,2,31,32,17,1.0,2.0,2.0,1.0,0,1
8848,False,1,28,21,31,-1.0,-1.0,1.0,-4.0,1,0
8849,True,3,36,19,30,2.0,2.0,1.0,0.0,0,1
8850,False,2,34,23,13,-3.0,-4.0,-2.0,-1.0,1,0
8851,True,5,37,24,15,1.0,4.0,3.0,0.0,0,1
8852,False,2,36,25,10,0.0,0.0,0.0,0.0,1,0
8853,True,4,36,28,4,0.0,0.0,0.0,0.0,0,1
8854,True,2,30,16,12,2.0,4.0,1.0,2.0,1,0
8855,False,0,27,15,21,-4.0,-3.0,-2.0,-2.0,0,1
8856,False,3,30,13,4,-3.0,0.0,-2.0,0.0,1,0
8857,True,4,35,31,4,2.0,2.0,-2.0,2.0,0,1
8858,True,1,26,44,21,0.0,2.0,0.0,3.0,1,0
8859,False,0,43,15,11,-1.0,-2.0,-1.0,-1.0,0,1
8860,False,0,33,10,4,-2.0,-3.0,-3.0,-3.0,1,0
8861,True,2,25,9,2,3.0,4.0,1.0,2.0,0,1
8862,True,3,26,30,10,3.0,1.0,-1.0,2.0,1,0
8863,False,2,41,32,4,-2.0,-3.0,1.0,-1.0,0,1
8864,True,4,48,21,4,-5.0,-4.0,-2.0,1.0,1,0
8865,False,3,31,20,8,0.0,4.0,3.0,3.0,0,1
8866,False,1,38,18,12,-7.0,-10.0,-5.0,-3.0,1,0
8867,True,6,22,20,16,8.0,10.0,5.0,2.0,0,1
8868,True,2,30,25,8,-2.0,-2.0,0.0,-1.0,1,0
8869,False,1,35,21,4,0.0,2.0,2.0,1.0,0,1
8870,False,3,40,8,8,2.0,-1.0,-1.0,0.0,1,0
8871,True,4,22,12,8,0.0,-1.0,3.0,-2.0,0,1
8872,True,3,19,27,8,2.0,3.0,0.0,3.0,1,0
8873,False,2,21,31,4,0.0,-4.0,-4.0,0.0,0,1
8874,False,1,30,21,10,-2.0,-2.0,0.0,-1.0,1,0
8875,True,4,33,29,6,1.0,2.0,2.0,0.0,0,1
8876,True,4,35,46,4,3.0,4.0,2.0,0.0,1,0
8877,False,1,22,33,8,-2.0,-4.0,-3.0,0.0,0,1
8878,False,2,19,14,14,-1.0,-3.0,-4.0,-3.0,1,0
8879,True,4,34,8,10,4.0,3.0,2.0,1.0,0,1
8880,True,2,43,14,6,1.0,0.0,-2.0,1.0,1,0
8881,False,2,30,18,4,0.0,0.0,1.0,-1.0,0,1
8882,True,4,21,25,14,4.0,6.0,3.0,1.0,1,0
8883,False,3,44,30,6,-4.0,-6.0,0.0,-4.0,0,1
8884,True,6,27,25,6,1.0,3.0,2.0,2.0,1,0
8885,False,5,55,14,4,-3.0,-4.0,1.0,-1.0,0,1
8886,True,2,30,34,12,4.0,4.0,0.0,2.0,1,0
8887,False,1,28,42,10,-3.0,-4.0,-2.0,-1.0,0,1
8888,False,4,33,9,6,-1.0,0.0,1.0,0.0,1,0
8889,True,4,29,28,12,1.0,-1.0,1.0,0.0,0,1
8890,True,2,43,17,4,0.0,0.0,0.0,0.0,1,0
8891,False,1,20,17,6,0.0,0.0,0.0,0.0,0,1
8892,False,2,26,21,6,1.0,0.0,-2.0,1.0,1,0
8893,True,3,27,23,0,1.0,0.0,-3.0,2.0,0,1
8894,True,3,28,21,12,4.0,6.0,1.0,3.0,1,0
8895,False,0,38,26,8,-3.0,-6.0,-2.0,-4.0,0,1
8896,True,3,30,21,13,5.0,4.0,1.0,-1.0,1,0
8897,False,2,33,23,11,-3.0,-2.0,-3.0,-3.0,0,1
8898,False,2,31,15,8,-2.0,0.0,-2.0,-2.0,1,0
8899,True,5,22,7,10,1.0,2.0,-2.0,3.0,0,1
8900,False,3,30,27,10,-2.0,-1.0,1.0,-1.0,1,0
8901,True,4,26,14,10,2.0,1.0,1.0,-1.0,0,1
8902,False,2,31,22,14,2.0,0.0,-2.0,-1.0,1,0
8903,True,3,38,15,12,0.0,1.0,0.0,-1.0,0,1
8904,False,3,53,40,2,1.0,1.0,-1.0,0.0,1,0
8905,True,4,29,35,4,-1.0,1.0,-1.0,1.0,0,1
8906,False,3,26,11,6,-4.0,-4.0,-2.0,-1.0,1,0
8907,True,6,25,17,4,3.0,4.0,2.0,1.0,0,1
8908,True,2,30,26,6,-2.0,-2.0,0.0,-1.0,1,0
8909,False,2,35,25,8,0.0,2.0,2.0,1.0,0,1
8910,False,1,31,29,14,-8.0,-6.0,0.0,-1.0,1,0
8911,True,5,33,15,16,6.0,6.0,3.0,0.0,0,1
8912,True,7,28,26,6,2.0,4.0,0.0,3.0,1,0
8913,False,4,38,32,6,-3.0,-3.0,-6.0,2.0,0,1
8914,True,3,30,22,8,2.0,4.0,4.0,0.0,1,0
8915,False,1,35,31,6,-2.0,-4.0,-2.0,-2.0,0,1
8916,False,2,38,19,4,2.0,2.0,1.0,1.0,1,0
8917,True,2,33,12,8,0.0,-2.0,-2.0,-2.0,0,1
8918,True,3,28,18,8,1.0,3.0,3.0,1.0,1,0
8919,False,2,32,10,12,-2.0,-3.0,-1.0,-2.0,0,1
8920,True,5,23,25,6,5.0,4.0,0.0,1.0,1,0
8921,False,3,33,26,8,-2.0,-4.0,-4.0,0.0,0,1
8922,True,5,27,12,10,4.0,8.0,5.0,3.0,1,0
8923,False,2,34,8,4,-6.0,-8.0,-4.0,-3.0,0,1
8924,False,0,18,26,27,-3.0,-2.0,0.0,0.0,1,0
8925,True,3,40,17,13,1.0,2.0,1.0,1.0,0,1
8926,True,3,24,30,11,3.0,1.0,-1.0,0.0,1,0
8927,False,2,49,36,11,-3.0,-1.0,1.0,0.0,0,1
8928,True,4,31,17,11,3.0,4.0,1.0,2.0,1,0
8929,False,1,20,34,13,-3.0,-4.0,0.0,-3.0,0,1
8930,False,0,26,16,4,-5.0,-10.0,-6.0,-4.0,1,0
8931,True,5,40,9,8,9.0,10.0,5.0,1.0,0,1
8932,False,2,32,27,31,0.0,2.0,0.0,3.0,1,0
8933,True,2,37,19,13,-1.0,-2.0,-3.0,1.0,0,1
8934,False,2,28,12,10,-1.0,0.0,-1.0,1.0,1,0
8935,True,3,21,10,4,-1.0,0.0,0.0,1.0,0,1
8936,True,6,19,15,14,3.0,6.0,0.0,6.0,1,0
8937,False,3,40,14,6,-3.0,-6.0,-5.0,-1.0,0,1
8938,False,3,20,38,4,0.0,-4.0,-1.0,-5.0,1,0
8939,True,4,33,23,2,2.0,4.0,2.0,2.0,0,1
8940,True,4,32,27,6,0.0,0.0,-2.0,1.0,1,0
8941,False,2,46,32,6,1.0,0.0,-1.0,1.0,0,1
8942,False,3,37,28,6,2.0,-1.0,0.0,0.0,1,0
8943,True,4,29,23,4,0.0,0.0,0.0,0.0,0,1
8944,True,5,43,32,13,-1.0,0.0,1.0,-1.0,1,0
8945,False,3,24,19,17,2.0,0.0,0.0,-2.0,0,1
8946,False,2,25,25,14,-3.0,-6.0,-3.0,-3.0,1,0
8947,True,5,41,31,10,6.0,6.0,3.0,1.0,0,1
8948,False,2,38,27,5,-2.0,-2.0,-1.0,0.0,1,0
8949,True,3,22,21,13,1.0,2.0,1.0,1.0,0,1
8950,True,3,33,43,8,0.0,0.0,0.0,-1.0,1,0
8951,False,1,26,26,12,1.0,0.0,0.0,0.0,0,1
8952,True,3,35,15,4,1.0,2.0,1.0,1.0,1,0
8953,False,3,33,24,6,2.0,-3.0,-1.0,-2.0,0,1
8954,True,4,39,25,8,6.0,6.0,0.0,3.0,1,0
8955,False,1,25,29,12,-6.0,-6.0,0.0,-3.0,0,1
8956,False,1,28,31,4,-1.0,-2.0,-1.0,-1.0,1,0
8957,True,2,33,41,4,2.0,2.0,2.0,-1.0,0,1
8958,False,2,23,25,8,-5.0,-5.0,-3.0,-3.0,1,0
8959,True,5,35,23,10,5.0,6.0,3.0,1.0,0,1
8960,True,4,27,23,4,3.0,6.0,6.0,0.0,1,0
8961,False,1,36,27,4,-2.0,-6.0,-3.0,-4.0,0,1
8962,True,7,37,25,6,16.0,11.0,3.0,0.0,1,0
8963,False,2,39,28,4,-10.0,-13.0,-3.0,-4.0,0,1
8964,True,1,24,16,4,0.0,0.0,1.0,-1.0,1,0
8965,False,1,35,21,6,1.0,0.0,-1.0,0.0,0,1
8966,True,1,21,26,4,1.0,1.0,0.0,1.0,1,0
8967,False,0,34,28,8,-2.0,-1.0,0.0,0.0,0,1
8968,False,1,28,30,12,1.0,1.0,0.0,0.0,1,0
8969,True,2,50,22,8,-1.0,-1.0,1.0,-1.0,0,1
8970,False,0,41,29,4,-1.0,-2.0,-1.0,-1.0,1,0
8971,True,1,23,14,8,2.0,2.0,0.0,1.0,0,1
8972,True,2,35,8,4,1.0,2.0,0.0,2.0,1,0
8973,False,0,24,19,8,-2.0,-2.0,0.0,-2.0,0,1
8974,False,0,28,30,6,0.0,0.0,0.0,0.0,1,0
8975,True,1,18,19,2,0.0,0.0,0.0,0.0,0,1
8976,False,0,27,12,4,-4.0,-5.0,-3.0,-4.0,1,0
8977,True,3,26,28,6,4.0,6.0,4.0,0.0,0,1
8978,False,1,30,27,6,-6.0,-3.0,-3.0,1.0,1,0
8979,True,3,31,20,6,1.0,4.0,2.0,3.0,0,1
8980,False,0,27,29,9,-3.0,-6.0,-3.0,-4.0,1,0
8981,True,3,45,31,7,6.0,6.0,3.0,0.0,0,1
8982,True,6,31,16,12,3.0,5.0,-1.0,3.0,1,0
8983,False,3,28,20,16,-5.0,-4.0,-1.0,0.0,0,1
8984,False,1,35,26,4,0.0,0.0,0.0,0.0,1,0
8985,True,1,34,24,4,-1.0,0.0,1.0,0.0,0,1
8986,False,2,26,39,10,0.0,-2.0,-2.0,-1.0,1,0
8987,True,5,33,30,2,1.0,2.0,1.0,1.0,0,1
8988,True,4,22,7,4,6.0,8.0,3.0,3.0,1,0
8989,False,0,38,20,4,-7.0,-8.0,-3.0,-3.0,0,1
8990,False,3,31,24,4,-12.0,-8.0,-1.0,0.0,1,0
8991,True,6,35,16,4,7.0,8.0,0.0,5.0,0,1
8992,False,2,44,25,6,-2.0,-4.0,-2.0,-2.0,1,0
